gempermid,holddate,shareshldadj,shareshld,pctshouthld,shshldchg,comname,name,activity,close_
8589956590,2006-05-30T00:00:00Z,8237800,8237800,21.99,419e3,Sawada Holdings Ord Shs,Tower Investment Management,buy,1256
8589956590,2006-06-02T00:00:00Z,8686500,8686500,23.19,448700,Sawada Holdings Ord Shs,Tower Investment Management,buy,1129
8589956590,2006-07-18T00:00:00Z,9106100,9106100,24.31,419600,Sawada Holdings Ord Shs,Tower Investment Management,buy,1001
8589956590,2006-12-11T00:00:00Z,9518300,9518300,23.24,412200,Sawada Holdings Ord Shs,Tower Investment Management,buy,928
8589956590,2007-05-25T00:00:00Z,9928600,9928600,24.24,410300,Sawada Holdings Ord Shs,Tower Investment Management,buy,690
8589956590,2007-06-19T00:00:00Z,10338900,10338900,25.25,410300,Sawada Holdings Ord Shs,Tower Investment Management,buy,704
8589956590,2007-09-21T00:00:00Z,10757100,10757100,26.27,418200,Sawada Holdings Ord Shs,Tower Investment Management,buy,582
8589956590,2007-12-06T00:00:00Z,11175400,11175400,27.29,418300,Sawada Holdings Ord Shs,Tower Investment Management,buy,760
8589956590,2008-01-30T00:00:00Z,11603700,11603700,28.33,428300,Sawada Holdings Ord Shs,Tower Investment Management,buy,570
8589956590,2008-04-01T00:00:00Z,12010900,12010900,29.33,407200,Sawada Holdings Ord Shs,Tower Investment Management,buy,585
8589956590,2008-06-25T00:00:00Z,12451700,12451700,30.4,440800,Sawada Holdings Ord Shs,Tower Investment Management,buy,616
8589956590,2008-08-29T00:00:00Z,11477200,11477200,28.02,-974500,Sawada Holdings Ord Shs,Tower Investment Management,sell,601
8589956590,2008-10-14T00:00:00Z,11050800,11050800,26.98,-426400,Sawada Holdings Ord Shs,Tower Investment Management,sell,390
8589956590,2010-06-14T00:00:00Z,10869800,10869800,26.54,-181e3,Sawada Holdings Ord Shs,Tower Investment Management,sell,310
8589956590,2012-05-14T00:00:00Z,11343300,11343300,27.7,473500,Sawada Holdings Ord Shs,Tower Investment Management,buy,477
8589956590,2012-07-25T00:00:00Z,11767800,11767800,28.73,424500,Sawada Holdings Ord Shs,Tower Investment Management,buy,437
8589956590,2012-10-04T00:00:00Z,12183e3,12183e3,29.75,415200,Sawada Holdings Ord Shs,Tower Investment Management,buy,364
8589956590,2013-10-31T00:00:00Z,11412800,11412800,27.87,-770200,Sawada Holdings Ord Shs,Tower Investment Management,sell,920
8589956590,2017-06-22T00:00:00Z,2073e3,2073e3,5.0618,2073e3,Sawada Holdings Ord Shs,Dalton Investments,buy,980
8589956590,2018-05-22T00:00:00Z,2485e3,2485e3,6.0679,412e3,Sawada Holdings Ord Shs,Dalton Investments,buy,1008
8589956714,2006-03-31T00:00:00Z,1096e3,1096e3,7.83,1096e3,Ihara Science Ord Shs,Tower Investment Management,buy,1830
8589956714,2008-08-29T00:00:00Z,587e3,587e3,4.19,-509e3,Ihara Science Ord Shs,Tower Investment Management,sell,750
8589957548,2010-08-02T00:00:00Z,899400,44970,5.02,44970,CMIC Holdings Ord Shs,Taiyo Fund Management,buy,1269
8589957548,2010-10-20T00:00:00Z,1083800,54190,6.05,9220,CMIC Holdings Ord Shs,Taiyo Fund Management,buy,1211
8589957548,2011-12-02T00:00:00Z,1288e3,1288e3,7.07,1233810,CMIC Holdings Ord Shs,Taiyo Fund Management,buy,1241
8589957548,2013-01-16T00:00:00Z,1452400,1452400,7.97,164400,CMIC Holdings Ord Shs,Taiyo Fund Management,buy,1291
8589957548,2013-07-30T00:00:00Z,1291700,1291700,7.09,-160700,CMIC Holdings Ord Shs,Taiyo Fund Management,sell,1868
8589957548,2013-09-05T00:00:00Z,2999200,2999200,16.4597,415800,CMIC Holdings Ord Shs,Taiyo Fund Management,buy,1380
8589957548,2014-01-27T00:00:00Z,1482600,1482600,8.1319,-17e3,CMIC Holdings Ord Shs,Taiyo Fund Management,sell,1262
8589957548,2014-03-24T00:00:00Z,2242e3,2242e3,12.297,-312400,CMIC Holdings Ord Shs,Taiyo Fund Management,sell,1627
8589957548,2014-09-12T00:00:00Z,1473300,1473300,8.0871,-197900,CMIC Holdings Ord Shs,Taiyo Fund Management,sell,1984
8589957548,2014-09-30T00:00:00Z,942500,942500,5.17,942500,CMIC Holdings Ord Shs,Dalton Investments,buy,1971
8589957548,2014-10-03T00:00:00Z,1275800,1275800,7.0013,-197500,CMIC Holdings Ord Shs,Taiyo Fund Management,sell,1842
8589957548,2014-10-15T00:00:00Z,1325600,1325600,7.27,383100,CMIC Holdings Ord Shs,Dalton Investments,buy,1717
8589957548,2014-10-24T00:00:00Z,1092900,1092900,5.993200000000001,-182900,CMIC Holdings Ord Shs,Taiyo Fund Management,sell,1614
8589957548,2014-11-14T00:00:00Z,1534800,1534800,8.42,209200,CMIC Holdings Ord Shs,Dalton Investments,buy,1536
8589957548,2015-06-19T00:00:00Z,943100,943100,4.9798,-149800,CMIC Holdings Ord Shs,Taiyo Fund Management,sell,1749
8589957548,2015-07-15T00:00:00Z,1829400,1829400,9.67,294600,CMIC Holdings Ord Shs,Dalton Investments,buy,1637
8589957548,2015-10-15T00:00:00Z,2022600,2022600,10.69,193200,CMIC Holdings Ord Shs,Dalton Investments,buy,1673
8589957548,2015-12-11T00:00:00Z,2163300,2163300,11.43,140700,CMIC Holdings Ord Shs,Dalton Investments,buy,1590
8589957548,2017-12-25T00:00:00Z,1962600,1962600,10.3712,-200700,CMIC Holdings Ord Shs,Dalton Investments,sell,1864
8589957548,2018-04-03T00:00:00Z,1767100,1767100,9.3381,-195500,CMIC Holdings Ord Shs,Dalton Investments,sell,2741
8589958011,2007-06-29T00:00:00Z,1484800,185600,5.8127,185600,JCU Ord Shs,Tower Investment Management,buy,387.5
8589958011,2007-07-31T00:00:00Z,1789600,223700,7.006,38100,JCU Ord Shs,Tower Investment Management,buy,367.5
8589958011,2007-08-31T00:00:00Z,2322400,290300,9.0918,66600,JCU Ord Shs,Tower Investment Management,buy,338.125
8589958011,2007-09-14T00:00:00Z,264e4,33e4,10.3028,39700,JCU Ord Shs,Tower Investment Management,buy,300
8589958011,2007-09-19T00:00:00Z,3188800,398600,12.4446,68600,JCU Ord Shs,Tower Investment Management,buy,303.75
8589958011,2007-09-21T00:00:00Z,3488800,436100,13.6154,37500,JCU Ord Shs,Tower Investment Management,buy,303.125
8589958011,2007-09-26T00:00:00Z,3875200,484400,15.1233,48300,JCU Ord Shs,Tower Investment Management,buy,303.75
8589958011,2008-09-19T00:00:00Z,2676e3,334500,10.3914,-149900,JCU Ord Shs,Tower Investment Management,sell,285
8589958011,2008-09-22T00:00:00Z,1516e3,189500,5.8869,-145e3,JCU Ord Shs,Tower Investment Management,sell,288.75
8589958011,2008-10-31T00:00:00Z,1168800,146100,4.5387,-43400,JCU Ord Shs,Tower Investment Management,sell,200
8589958839,2013-09-20T00:00:00Z,4810800,4810800,10.22,4810800,Star Micronics Ord Shs,Taiyo Fund Management,buy,962
8589958839,2013-10-07T00:00:00Z,3680200,3680200,7.82,-1130600,Star Micronics Ord Shs,Taiyo Fund Management,sell,944
8589959894,2007-07-31T00:00:00Z,2245200,5613,5.05,5613,Conexio Ord Shs,Tower Investment Management,buy,615
8589959894,2007-08-15T00:00:00Z,2744400,6861,6.18,1248,Conexio Ord Shs,Tower Investment Management,buy,595
8589959894,2007-11-30T00:00:00Z,3245200,8113,7.3,1252,Conexio Ord Shs,Tower Investment Management,buy,587.5
8589959894,2010-06-15T00:00:00Z,3336400,3336400,7.5,3328287,Conexio Ord Shs,Tower Investment Management,buy,482
8589959894,2012-06-15T00:00:00Z,7640800,7640800,17.08,968e3,Conexio Ord Shs,Tower Investment Management,buy,570
8589959894,2013-09-13T00:00:00Z,7534600,7534600,13.48,-106200,Conexio Ord Shs,Tower Investment Management,sell,991
8589959894,2017-07-14T00:00:00Z,4077500,4077500,9.1142,310200,Conexio Ord Shs,Tower Investment Management,buy,1971
8589959894,2018-05-15T00:00:00Z,3592300,3592300,8.0297,-485200,Conexio Ord Shs,Tower Investment Management,sell,2137
8589959937,2009-09-04T00:00:00Z,2169300,2169300,5.06,2169300,Ulvac Ord Shs,Taiyo Fund Management,buy,2575
8589959937,2009-11-18T00:00:00Z,2604400,2604400,6.07,435100,Ulvac Ord Shs,Taiyo Fund Management,buy,1846
8589959937,2010-04-14T00:00:00Z,3531e3,3531e3,7.15,926600,Ulvac Ord Shs,Taiyo Fund Management,buy,2335
8589959937,2010-07-13T00:00:00Z,3652300,3652300,7.4,121300,Ulvac Ord Shs,Taiyo Fund Management,buy,1767
8589959937,2010-08-25T00:00:00Z,4202300,4202300,8.51,55e4,Ulvac Ord Shs,Taiyo Fund Management,buy,1331
8589959937,2011-07-29T00:00:00Z,4774e3,4774e3,9.67,571700,Ulvac Ord Shs,Taiyo Fund Management,buy,1429
8589959937,2012-06-01T00:00:00Z,5463e3,5463e3,11.07,689e3,Ulvac Ord Shs,Taiyo Fund Management,buy,452
8589959937,2012-06-04T00:00:00Z,6293e3,6293e3,12.75,83e4,Ulvac Ord Shs,Taiyo Fund Management,buy,462
8589959937,2012-06-05T00:00:00Z,7653e3,7653e3,15.51,136e4,Ulvac Ord Shs,Taiyo Fund Management,buy,542
8589959937,2012-06-06T00:00:00Z,8493e3,8493e3,17.21,84e4,Ulvac Ord Shs,Taiyo Fund Management,buy,605
8589959937,2012-06-07T00:00:00Z,18458800,18458800,37.3997,1472800,Ulvac Ord Shs,Taiyo Fund Management,buy,596
8589959937,2014-01-30T00:00:00Z,18272200,18272200,37.0213,-186600,Ulvac Ord Shs,Taiyo Fund Management,sell,1679
8589959937,2014-02-04T00:00:00Z,18933800,18933800,38.3617,661600,Ulvac Ord Shs,Taiyo Fund Management,buy,1521
8589959937,2015-11-13T00:00:00Z,10029600,10029600,20.321,-20100,Ulvac Ord Shs,Taiyo Fund Management,sell,2757
8589959937,2015-12-16T00:00:00Z,9529100,9529100,19.3069,-500500,Ulvac Ord Shs,Taiyo Fund Management,sell,3275
8589959937,2016-01-18T00:00:00Z,9186700,9186700,18.6132,-342400,Ulvac Ord Shs,Taiyo Fund Management,sell,2901
8589959937,2016-02-15T00:00:00Z,8518800,8518800,17.2599,-667900,Ulvac Ord Shs,Taiyo Fund Management,sell,2861
8589959937,2016-02-25T00:00:00Z,7983700,7983700,16.1758,-535100,Ulvac Ord Shs,Taiyo Fund Management,sell,3370
8589959937,2016-03-18T00:00:00Z,7484800,7484800,15.1649,-498900,Ulvac Ord Shs,Taiyo Fund Management,sell,3240
8589959937,2016-04-26T00:00:00Z,6966700,6966700,14.1152,-518100,Ulvac Ord Shs,Taiyo Fund Management,sell,3675
8589959937,2016-05-16T00:00:00Z,6435400,6435400,13.0388,-531300,Ulvac Ord Shs,Taiyo Fund Management,sell,3890
8589959937,2016-06-07T00:00:00Z,5906e3,5906e3,11.9661,-529400,Ulvac Ord Shs,Taiyo Fund Management,sell,3720
8589959937,2016-07-12T00:00:00Z,5764300,5764300,11.679,-141700,Ulvac Ord Shs,Taiyo Fund Management,sell,2970
8589959937,2016-07-22T00:00:00Z,5304600,5304600,10.7476,-459700,Ulvac Ord Shs,Taiyo Fund Management,sell,3480
8589959937,2016-08-04T00:00:00Z,5158600,5158600,10.4518,-146e3,Ulvac Ord Shs,Taiyo Fund Management,sell,3135
8589959937,2016-08-22T00:00:00Z,5044300,5044300,10.2202,-114300,Ulvac Ord Shs,Taiyo Fund Management,sell,2642
8589959937,2016-08-31T00:00:00Z,4578700,4578700,9.2769,-465600,Ulvac Ord Shs,Taiyo Fund Management,sell,2914
8589959937,2017-02-16T00:00:00Z,3990300,3990300,8.0847,-588400,Ulvac Ord Shs,Taiyo Fund Management,sell,5040
8589959937,2017-02-27T00:00:00Z,3421700,3421700,6.9327,-568600,Ulvac Ord Shs,Taiyo Fund Management,sell,4965
8589959937,2017-03-22T00:00:00Z,2892400,2892400,5.8603,-529300,Ulvac Ord Shs,Taiyo Fund Management,sell,5200
8589959937,2017-04-05T00:00:00Z,2370400,2370400,4.8027,-522e3,Ulvac Ord Shs,Taiyo Fund Management,sell,5070
8589959937,2018-04-06T00:00:00Z,2502600,2502600,5.0705,132200,Ulvac Ord Shs,Taiyo Fund Management,buy,5870
8589960940,2018-05-31T00:00:00Z,260600,1303e3,5.0748,1303e3,Ise Chemicals Ord Shs,Cornwall Capital,buy,726
8589961961,2015-10-29T00:00:00Z,1207500,1207500,5.0378,1207500,Jins Ord Shs,Taiyo Fund Management,buy,4425
8589961961,2015-12-07T00:00:00Z,1463600,1463600,6.108,256100,Jins Ord Shs,Taiyo Fund Management,buy,4785
8589961961,2016-04-21T00:00:00Z,1489900,1489900,6.2131,34800,Jins Ord Shs,Taiyo Fund Management,buy,3930
8589961961,2016-08-23T00:00:00Z,1477300,1477300,6.1606,-12600,Jins Ord Shs,Taiyo Fund Management,sell,4560
8589961961,2017-07-19T00:00:00Z,1234500,1234500,5.148,-242800,Jins Ord Shs,Taiyo Fund Management,sell,6310
8589961961,2017-12-04T00:00:00Z,1488e3,1488e3,6.2052,253500,Jins Ord Shs,Taiyo Fund Management,buy,5580
8589962744,2008-02-15T00:00:00Z,1877e3,1877e3,5.68,1877e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,347
8589962744,2008-05-15T00:00:00Z,223e4,223e4,6.75,353e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,414
8589962744,2008-07-15T00:00:00Z,2785e3,2785e3,8.42,555e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,474
8589962744,2008-10-31T00:00:00Z,3166e3,3166e3,9.58,381e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,184
8589962744,2010-06-15T00:00:00Z,3215e3,3215e3,9.72,49e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,329
8589962744,2011-02-23T00:00:00Z,3556e3,3556e3,10.76,341e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,320
8589962744,2011-08-05T00:00:00Z,396e4,396e4,11.98,404e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,307
8589962744,2012-02-21T00:00:00Z,4336e3,4336e3,13.12,376e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,350
8589962744,2012-12-03T00:00:00Z,9336e3,9336e3,28.24,664e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,282
8589962744,2014-12-12T00:00:00Z,502e4,502e4,15.18,352e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,553
8589962744,2015-01-16T00:00:00Z,5372e3,5372e3,16.25,352e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,578
8589962744,2015-08-31T00:00:00Z,5718e3,5718e3,17.3,346e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,572
8589962744,2015-12-14T00:00:00Z,6052e3,6052e3,18.31,334e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,570
8589962744,2016-01-29T00:00:00Z,6394e3,6394e3,19.34,342e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,566
8589962744,2016-04-05T00:00:00Z,6751e3,6751e3,20.42,357e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,540
8589962744,2016-07-01T00:00:00Z,7087e3,7087e3,21.44,336e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,560
8589962744,2016-09-23T00:00:00Z,7433e3,7433e3,22.48,346e3,Shizuki Electric Ord Shs,Tower Investment Management,buy,666
8589962744,2017-01-16T00:00:00Z,7764900,7764900,23.49,331900,Shizuki Electric Ord Shs,Tower Investment Management,buy,657
8589962744,2017-11-09T00:00:00Z,8102800,8102800,24.51,337900,Shizuki Electric Ord Shs,Tower Investment Management,buy,750
8589963383,2018-04-19T00:00:00Z,1302900,1302900,5.4703,1302900,OPT Holding Ord Shs,Dalton Investments,buy,1503
8589963383,2018-05-01T00:00:00Z,1579200,1579200,6.6304,276300,OPT Holding Ord Shs,Dalton Investments,buy,1550
8589966641,2016-10-14T00:00:00Z,704300,704300,5.4739,704300,CROOZ Ord Shs,Tower Investment Management,buy,2133
8589966641,2016-11-15T00:00:00Z,882700,882700,6.8604,178400,CROOZ Ord Shs,Tower Investment Management,buy,2155
8589966641,2017-02-15T00:00:00Z,1093600,1093600,8.4929,210900,CROOZ Ord Shs,Tower Investment Management,buy,2658
8589966641,2017-02-28T00:00:00Z,1240300,1240300,9.6322,146700,CROOZ Ord Shs,Tower Investment Management,buy,2727
8589966641,2017-08-07T00:00:00Z,1514100,1514100,11.7217,273800,CROOZ Ord Shs,Tower Investment Management,buy,2275
8589966641,2017-08-15T00:00:00Z,1653700,1653700,12.8024,139600,CROOZ Ord Shs,Tower Investment Management,buy,2320
8589966641,2017-09-04T00:00:00Z,1785e3,1785e3,13.8189,131300,CROOZ Ord Shs,Tower Investment Management,buy,2343
8589966641,2017-09-15T00:00:00Z,1915100,1915100,14.8261,130100,CROOZ Ord Shs,Tower Investment Management,buy,2368
8589966641,2018-03-05T00:00:00Z,2050200,2050200,15.8548,135100,CROOZ Ord Shs,Tower Investment Management,buy,2113
8589966641,2018-05-28T00:00:00Z,2207400,2207400,17.0705,157200,CROOZ Ord Shs,Tower Investment Management,buy,1964
8589966809,2012-05-31T00:00:00Z,1270536,635268,5.08,635268,T&K Toka Ord Shs,Dalton Investments,buy,507.5
8589966809,2012-06-29T00:00:00Z,1539736,769868,6.16,134600,T&K Toka Ord Shs,Dalton Investments,buy,555
8589966809,2013-02-15T00:00:00Z,1808536,904268,7.23,134400,T&K Toka Ord Shs,Dalton Investments,buy,777.5
8589966809,2013-02-18T00:00:00Z,1808536,904268,7.23,0,T&K Toka Ord Shs,Dalton Investments,hold,804.5
8589966809,2013-12-04T00:00:00Z,2069536,1034768,8.27,130500,T&K Toka Ord Shs,Dalton Investments,buy,1054
8589966809,2014-05-30T00:00:00Z,2233336,1116668,8.93,81900,T&K Toka Ord Shs,Dalton Investments,buy,966.5
8589966809,2014-09-30T00:00:00Z,2487336,1243668,9.94,127e3,T&K Toka Ord Shs,Dalton Investments,buy,1215
8589966809,2015-05-07T00:00:00Z,2735936,1367968,10.94,124300,T&K Toka Ord Shs,Dalton Investments,buy,1213.5
8589966809,2015-08-14T00:00:00Z,2991936,1495968,11.96,128e3,T&K Toka Ord Shs,Dalton Investments,buy,1139
8589966809,2015-12-11T00:00:00Z,3061536,1530768,12.23,34800,T&K Toka Ord Shs,Dalton Investments,buy,1143
8589966809,2017-11-20T00:00:00Z,3316436,3316436,13.2364,1785668,T&K Toka Ord Shs,Dalton Investments,buy,1298
8589966809,2018-02-15T00:00:00Z,3572836,3572836,14.2597,256400,T&K Toka Ord Shs,Dalton Investments,buy,1342
8589967598,2008-07-02T00:00:00Z,1729600,1729600,5.09,1729600,Disco Ord Shs,Taiyo Fund Management,buy,4310
8589967598,2008-08-15T00:00:00Z,2076700,2076700,6.11,347100,Disco Ord Shs,Taiyo Fund Management,buy,4220
8589967598,2009-04-14T00:00:00Z,1691700,1691700,4.98,-385e3,Disco Ord Shs,Taiyo Fund Management,sell,3220
8589967598,2012-08-07T00:00:00Z,3407200,3407200,10.0199,23800,Disco Ord Shs,Taiyo Fund Management,buy,4140
8589967598,2014-01-27T00:00:00Z,2716700,2716700,7.9915,-690500,Disco Ord Shs,Taiyo Fund Management,sell,7160
8589967598,2014-05-12T00:00:00Z,3285400,3285400,9.661100000000001,568700,Disco Ord Shs,Taiyo Fund Management,buy,6080
8589967598,2015-05-01T00:00:00Z,1818e3,1818e3,5.0906,221700,Disco Ord Shs,Taiyo Fund Management,buy,10630
8589967598,2016-01-28T00:00:00Z,1455500,1455500,4.0671,-362500,Disco Ord Shs,Taiyo Fund Management,sell,11050
8589967779,2010-12-15T00:00:00Z,2458700,2458700,5.91,2458700,Chiyoda Ord Shs,Ichigo Asset Management,buy,1025
8589967779,2011-01-14T00:00:00Z,3220500,3220500,7.74,761800,Chiyoda Ord Shs,Ichigo Asset Management,buy,1188
8589967779,2011-02-28T00:00:00Z,3785700,3785700,9.1,565200,Chiyoda Ord Shs,Ichigo Asset Management,buy,1155
8589967779,2011-03-16T00:00:00Z,4251500,4251500,10.22,465800,Chiyoda Ord Shs,Ichigo Asset Management,buy,1018
8589967779,2011-05-11T00:00:00Z,4682100,4682100,11.25,430600,Chiyoda Ord Shs,Ichigo Asset Management,buy,1094
8589967779,2011-07-26T00:00:00Z,4987400,4987400,11.99,305300,Chiyoda Ord Shs,Ichigo Asset Management,buy,1300
8589967779,2013-05-27T00:00:00Z,5454700,5454700,13.11,467300,Chiyoda Ord Shs,Ichigo Asset Management,buy,2689
8589967779,2014-08-20T00:00:00Z,11758600,11758600,28.26,849200,Chiyoda Ord Shs,Ichigo Asset Management,buy,2298
8589967779,2016-02-16T00:00:00Z,6005800,6005800,14.43,126500,Chiyoda Ord Shs,Ichigo Asset Management,buy,2891
8589967779,2016-11-01T00:00:00Z,6422200,6422200,15.4302,416300,Chiyoda Ord Shs,Ichigo Asset Management,buy,2513
8589967919,2014-04-30T00:00:00Z,6567200,3283600,11.3232,3283600,SNT Ord Shs,Cornwall Capital,buy,205
8589967919,2015-01-30T00:00:00Z,3867200,1933600,6.6679,291800,SNT Ord Shs,Cornwall Capital,buy,267
8589967919,2015-06-30T00:00:00Z,4360600,2180300,7.9284,246700,SNT Ord Shs,Cornwall Capital,buy,313
8589967919,2015-08-31T00:00:00Z,5440800,2720400,9.8924,540100,SNT Ord Shs,Cornwall Capital,buy,257.5
8589967919,2015-09-25T00:00:00Z,5992400,2996200,10.8953,275800,SNT Ord Shs,Cornwall Capital,buy,279.5
8589967919,2015-11-24T00:00:00Z,6548e3,3274e3,11.9055,277800,SNT Ord Shs,Cornwall Capital,buy,309
8589967919,2016-01-12T00:00:00Z,7115400,3557700,12.9371,283700,SNT Ord Shs,Cornwall Capital,buy,281
8589967919,2016-02-15T00:00:00Z,7687e3,3843500,13.9764,285800,SNT Ord Shs,Cornwall Capital,buy,283
8589967919,2016-03-25T00:00:00Z,8250400,4125200,15.0007,281700,SNT Ord Shs,Cornwall Capital,buy,344
8589967919,2016-04-27T00:00:00Z,8815400,4407700,16.028,282500,SNT Ord Shs,Cornwall Capital,buy,312.5
8589967919,2016-06-13T00:00:00Z,9375600,4687800,17.0465,280100,SNT Ord Shs,Cornwall Capital,buy,282
8589967919,2017-06-08T00:00:00Z,9932400,4966200,18.0589,278400,SNT Ord Shs,Cornwall Capital,buy,343.5
8589967919,2018-01-10T00:00:00Z,10484400,5242200,19.0625,276e3,SNT Ord Shs,Cornwall Capital,buy,426
8589969924,2010-09-07T00:00:00Z,2702800,2702800,10.8,2702800,Iwai Cosmo Holdings Ord Shs,Taiyo Fund Management,buy,673
8589969924,2013-09-20T00:00:00Z,1072e3,1072e3,4.29,-279400,Iwai Cosmo Holdings Ord Shs,Taiyo Fund Management,sell,1564
8589972818,2007-06-15T00:00:00Z,1246500,1246500,7.69,1246500,Saison Information Systems Ord Shs,Tower Investment Management,buy,1060
8589972818,2008-08-29T00:00:00Z,595600,595600,3.68,-650900,Saison Information Systems Ord Shs,Tower Investment Management,sell,592
8589973248,2006-03-31T00:00:00Z,1994300,1994300,9.02,1994300,A&D Ord Shs,Tower Investment Management,buy,2630
8589973248,2007-10-31T00:00:00Z,2036700,2036700,9.12,255500,A&D Ord Shs,Tower Investment Management,buy,1286
8589973248,2007-12-18T00:00:00Z,2269100,2269100,10.16,232400,A&D Ord Shs,Tower Investment Management,buy,1151
8589973248,2007-12-27T00:00:00Z,2494600,2494600,11.17,225500,A&D Ord Shs,Tower Investment Management,buy,1086
8589973248,2008-02-06T00:00:00Z,2734200,2734200,12.25,239600,A&D Ord Shs,Tower Investment Management,buy,800
8589973248,2008-03-26T00:00:00Z,2491700,2491700,11.16,-242500,A&D Ord Shs,Tower Investment Management,sell,1002
8589973248,2008-09-19T00:00:00Z,191400,191400,0.86,-2300300,A&D Ord Shs,Tower Investment Management,sell,807
8589974051,2005-07-29T00:00:00Z,535200,223e3,2.56,223e3,Proto Ord Shs,Tower Investment Management,buy,500
8589974456,2005-05-19T00:00:00Z,242100,2421,10.53,2421,Toa Valve Engineering Ord Shs,Tower Investment Management,buy,3400
8589974456,2006-07-28T00:00:00Z,299100,2991,13,570,Toa Valve Engineering Ord Shs,Tower Investment Management,buy,2380
8589974456,2006-09-13T00:00:00Z,389600,3896,16.23,905,Toa Valve Engineering Ord Shs,Tower Investment Management,buy,2430
8589974456,2006-10-06T00:00:00Z,433600,4336,18.07,440,Toa Valve Engineering Ord Shs,Tower Investment Management,buy,2300
8589974456,2007-07-11T00:00:00Z,393700,3937,14.58,-399,Toa Valve Engineering Ord Shs,Tower Investment Management,sell,6690
8589974456,2007-07-25T00:00:00Z,246600,2466,9.13,-1471,Toa Valve Engineering Ord Shs,Tower Investment Management,sell,6810
8589974456,2007-07-31T00:00:00Z,203800,2038,7.55,-428,Toa Valve Engineering Ord Shs,Tower Investment Management,sell,6560
8589974456,2007-08-15T00:00:00Z,144600,1446,5.36,-592,Toa Valve Engineering Ord Shs,Tower Investment Management,sell,6240
8589974456,2007-09-28T00:00:00Z,48200,482,1.79,-964,Toa Valve Engineering Ord Shs,Tower Investment Management,sell,6220
8589974949,2011-06-15T00:00:00Z,1828590,1828590,6.55,359270,Honeys Holdings Ord Shs,Dalton Investments,buy,828
8589974949,2011-07-29T00:00:00Z,1978900,1978900,7.09,150310,Honeys Holdings Ord Shs,Dalton Investments,buy,879
8589974949,2012-05-15T00:00:00Z,1692411,1692411,6.07,-286489,Honeys Holdings Ord Shs,Dalton Investments,sell,1458
8589974949,2013-01-15T00:00:00Z,2003662,2003662,7.18,311251,Honeys Holdings Ord Shs,Dalton Investments,buy,1123
8589974949,2013-01-31T00:00:00Z,2315592,2315592,8.3,311930,Honeys Holdings Ord Shs,Dalton Investments,buy,1120
8589974949,2013-03-29T00:00:00Z,2705362,2705362,9.7,389770,Honeys Holdings Ord Shs,Dalton Investments,buy,1279
8589974949,2013-07-26T00:00:00Z,2987372,2987372,10.71,282010,Honeys Holdings Ord Shs,Dalton Investments,buy,1121
8589974949,2014-01-24T00:00:00Z,3324772,3324772,11.92,337400,Honeys Holdings Ord Shs,Dalton Investments,buy,950
8589974949,2014-10-01T00:00:00Z,3684852,3684852,13.21,360080,Honeys Holdings Ord Shs,Dalton Investments,buy,1055
8589974949,2014-10-17T00:00:00Z,3981752,3981752,14.27,296900,Honeys Holdings Ord Shs,Dalton Investments,buy,986
8589974949,2015-04-14T00:00:00Z,3681772,3681772,13.2,-299980,Honeys Holdings Ord Shs,Dalton Investments,sell,996
8589974949,2015-08-06T00:00:00Z,3389872,3389872,12.15,-291900,Honeys Holdings Ord Shs,Dalton Investments,sell,1019
8589974949,2015-12-11T00:00:00Z,3345972,3345972,11.99,-43900,Honeys Holdings Ord Shs,Dalton Investments,sell,1014
8589974949,2016-07-21T00:00:00Z,3054872,3054872,10.95,-291100,Honeys Holdings Ord Shs,Dalton Investments,sell,1431
8589974949,2016-08-30T00:00:00Z,2752254,2752254,9.86,-302618,Honeys Holdings Ord Shs,Dalton Investments,sell,1250
8589974949,2017-02-08T00:00:00Z,2448894,2448894,8.78,-303360,Honeys Holdings Ord Shs,Dalton Investments,sell,1049
8589974949,2017-03-07T00:00:00Z,2168834,2168834,7.77,-280060,Honeys Holdings Ord Shs,Dalton Investments,sell,1111
8589974949,2017-07-14T00:00:00Z,1877434,1877434,6.73,-291400,Honeys Holdings Ord Shs,Dalton Investments,sell,1305
8589974949,2017-11-14T00:00:00Z,1589734,1589734,5.7,-287700,Honeys Holdings Ord Shs,Dalton Investments,sell,1161
8589976563,2006-06-30T00:00:00Z,2067010,1879100,9.99,1879100,As One Ord Shs,Taiyo Fund Management,buy,2863.63636364
8589976563,2010-07-13T00:00:00Z,1982930,1982930,9.58,103830,As One Ord Shs,Taiyo Fund Management,buy,1609
