gempermid,holddate,shareshldadj,shareshld,pctshouthld,shshldchg,comname,name,activity
8589959937,2012-06-01T00:00:00Z,5463e3,5463e3,11.07,689e3,Ulvac Ord Shs,Taiyo Fund Management,buy
8589959937,2012-06-04T00:00:00Z,6293e3,6293e3,12.75,83e4,Ulvac Ord Shs,Taiyo Fund Management,buy
8589959937,2012-06-05T00:00:00Z,7653e3,7653e3,15.51,136e4,Ulvac Ord Shs,Taiyo Fund Management,buy
8589959937,2012-06-06T00:00:00Z,8493e3,8493e3,17.21,84e4,Ulvac Ord Shs,Taiyo Fund Management,buy
8589959937,2012-06-07T00:00:00Z,18458800,18458800,37.3997,1472800,Ulvac Ord Shs,Taiyo Fund Management,buy
8589959937,2014-01-30T00:00:00Z,18272200,18272200,37.0213,-186600,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2014-02-04T00:00:00Z,18933800,18933800,38.3617,661600,Ulvac Ord Shs,Taiyo Fund Management,buy
8589959937,2015-01-31T00:00:00Z,10049700,10049700,20.3617,56100,Ulvac Ord Shs,Taiyo Fund Management,buy
8589959937,2015-11-13T00:00:00Z,10029600,10029600,20.321,-20100,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2015-12-16T00:00:00Z,9529100,9529100,19.3069,-500500,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2016-01-18T00:00:00Z,9186700,9186700,18.6132,-342400,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2016-02-15T00:00:00Z,8518800,8518800,17.2599,-667900,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2016-02-25T00:00:00Z,7983700,7983700,16.1758,-535100,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2016-03-18T00:00:00Z,7484800,7484800,15.1649,-498900,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2016-04-26T00:00:00Z,6966700,6966700,14.1152,-518100,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2016-05-16T00:00:00Z,6435400,6435400,13.0388,-531300,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2016-06-07T00:00:00Z,5906e3,5906e3,11.9661,-529400,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2016-07-12T00:00:00Z,5764300,5764300,11.679,-141700,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2016-07-22T00:00:00Z,5304600,5304600,10.7476,-459700,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2016-08-04T00:00:00Z,5158600,5158600,10.4518,-146e3,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2016-08-22T00:00:00Z,5044300,5044300,10.2202,-114300,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2016-08-31T00:00:00Z,4578700,4578700,9.2769,-465600,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2017-02-16T00:00:00Z,3990300,3990300,8.0847,-588400,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2017-02-27T00:00:00Z,3421700,3421700,6.9327,-568600,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2017-03-22T00:00:00Z,2892400,2892400,5.8603,-529300,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2017-04-05T00:00:00Z,2370400,2370400,4.8027,-522e3,Ulvac Ord Shs,Taiyo Fund Management,sell
8589959937,2018-04-06T00:00:00Z,2502600,2502600,5.0705,132200,Ulvac Ord Shs,Taiyo Fund Management,buy
8589961961,2015-10-29T00:00:00Z,1207500,1207500,5.0378,1207500,Jins Ord Shs,Taiyo Fund Management,buy
8589961961,2015-12-07T00:00:00Z,1463600,1463600,6.108,256100,Jins Ord Shs,Taiyo Fund Management,buy
8589961961,2016-04-21T00:00:00Z,1489900,1489900,6.2131,34800,Jins Ord Shs,Taiyo Fund Management,buy
8589961961,2016-08-23T00:00:00Z,1477300,1477300,6.1606,-12600,Jins Ord Shs,Taiyo Fund Management,sell
8589961961,2017-07-19T00:00:00Z,1234500,1234500,5.148,-242800,Jins Ord Shs,Taiyo Fund Management,sell
8589961961,2017-12-04T00:00:00Z,1488e3,1488e3,6.2052,253500,Jins Ord Shs,Taiyo Fund Management,buy
8589967598,2008-07-02T00:00:00Z,1729600,1729600,5.09,1729600,Disco Ord Shs,Taiyo Fund Management,buy
8589967598,2008-08-15T00:00:00Z,2076700,2076700,6.11,347100,Disco Ord Shs,Taiyo Fund Management,buy
8589967598,2009-04-14T00:00:00Z,1691700,1691700,4.98,-385e3,Disco Ord Shs,Taiyo Fund Management,sell
8589967598,2012-08-07T00:00:00Z,3407200,3407200,10.0199,23800,Disco Ord Shs,Taiyo Fund Management,buy
8589967598,2014-01-27T00:00:00Z,2716700,2716700,7.9915,-690500,Disco Ord Shs,Taiyo Fund Management,sell
8589967598,2014-05-12T00:00:00Z,3285400,3285400,9.661100000000001,568700,Disco Ord Shs,Taiyo Fund Management,buy
8589967598,2015-01-31T00:00:00Z,1596300,1596300,4.4828,86300,Disco Ord Shs,Taiyo Fund Management,buy
8589967598,2015-05-01T00:00:00Z,1818e3,1818e3,5.0906,221700,Disco Ord Shs,Taiyo Fund Management,buy
8589967598,2016-01-28T00:00:00Z,1455500,1455500,4.0671,-362500,Disco Ord Shs,Taiyo Fund Management,sell
8589969924,2010-09-07T00:00:00Z,2702800,2702800,10.8,2702800,Iwai Cosmo Holdings Ord Shs,Taiyo Fund Management,buy
8589969924,2013-09-20T00:00:00Z,1072e3,1072e3,4.29,-279400,Iwai Cosmo Holdings Ord Shs,Taiyo Fund Management,sell
8589976563,2006-06-30T00:00:00Z,2067010,1879100,9.99,1879100,As One Ord Shs,Taiyo Fund Management,buy
8589976563,2010-07-13T00:00:00Z,1982930,1982930,9.58,103830,As One Ord Shs,Taiyo Fund Management,buy
8589976563,2012-10-19T00:00:00Z,3544660,3544660,17.14,-421200,As One Ord Shs,Taiyo Fund Management,sell
8589976563,2015-01-31T00:00:00Z,1703530,1703530,8.23,-68800,As One Ord Shs,Taiyo Fund Management,sell
8589976563,2015-06-26T00:00:00Z,1494230,1494230,7.22,-209300,As One Ord Shs,Taiyo Fund Management,sell
8589976563,2015-08-14T00:00:00Z,1283730,1283730,6.21,-210500,As One Ord Shs,Taiyo Fund Management,sell
8589976563,2016-02-25T00:00:00Z,1025130,1025130,4.96,-258600,As One Ord Shs,Taiyo Fund Management,sell
8589984219,2009-02-26T00:00:00Z,3174800,1587400,8.3,1587400,Nagaileben Ord Shs,Taiyo Fund Management,buy
8589984219,2009-03-18T00:00:00Z,279e4,1395e3,7.3,-192400,Nagaileben Ord Shs,Taiyo Fund Management,sell
8589984219,2009-04-27T00:00:00Z,2405e3,1202500,6.29,-192500,Nagaileben Ord Shs,Taiyo Fund Management,sell
8589984219,2009-05-29T00:00:00Z,2007400,1003700,5.25,-198800,Nagaileben Ord Shs,Taiyo Fund Management,sell
8589984219,2009-07-10T00:00:00Z,1597600,798800,4.18,-204900,Nagaileben Ord Shs,Taiyo Fund Management,sell
8589984710,2005-09-30T00:00:00Z,2459300,2459300,8.1,2459300,ST Ord Shs,Taiyo Fund Management,buy
8589984710,2006-06-30T00:00:00Z,607e3,607e3,2,-1852300,ST Ord Shs,Taiyo Fund Management,sell
8589990893,2013-06-05T00:00:00Z,1704500,1704500,1.45,1704500,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2013-07-16T00:00:00Z,4222500,4222500,3.58,2518e3,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2013-08-13T00:00:00Z,4480700,4480700,3.8,258200,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2013-10-04T00:00:00Z,5462400,5462400,4.62,981700,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2013-11-14T00:00:00Z,6909200,6909200,5.84,1446800,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2014-01-10T00:00:00Z,15577800,15577800,13.1648,1759400,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2014-01-27T00:00:00Z,17655100,17655100,14.9203,2077300,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2014-01-31T00:00:00Z,19011600,19011600,16.0667,1356500,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2014-02-14T00:00:00Z,21403900,21403900,18.0872,2392300,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2014-03-28T00:00:00Z,23303300,23303300,19.6842,1899400,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2014-06-26T00:00:00Z,14161e3,14161e3,11.9573,3698200,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2015-01-15T00:00:00Z,15360400,15360400,12.9634,1199400,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2015-01-31T00:00:00Z,15360400,15360400,12.9634,0,J Trust Ord Shs,Taiyo Fund Management,hold
8589990893,2015-02-06T00:00:00Z,16698700,16698700,14.0847,1338300,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2015-06-19T00:00:00Z,17895500,17895500,15.0822,1196800,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2016-01-13T00:00:00Z,18712100,18712100,16.6413,1683500,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2016-02-15T00:00:00Z,18905e3,18905e3,16.8126,192900,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2016-07-12T00:00:00Z,17905500,17905500,15.9171,-999500,J Trust Ord Shs,Taiyo Fund Management,sell
8589990893,2016-08-15T00:00:00Z,15011500,15011500,13.3443,-2894e3,J Trust Ord Shs,Taiyo Fund Management,sell
8589990893,2016-08-16T00:00:00Z,12191800,12191800,10.8378,-2819700,J Trust Ord Shs,Taiyo Fund Management,sell
8589990893,2016-12-14T00:00:00Z,13326200,13326200,11.844,1134400,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2017-10-06T00:00:00Z,14463600,14463600,12.8475,1137400,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2018-03-30T00:00:00Z,15602400,15602400,13.8569,1138800,J Trust Ord Shs,Taiyo Fund Management,buy
8589990893,2018-05-18T00:00:00Z,16741400,16741400,14.8685,1139e3,J Trust Ord Shs,Taiyo Fund Management,buy
8589992013,2007-12-05T00:00:00Z,1836700,1836700,5.03,1836700,Arisawa Mfg Ord Shs,Taiyo Fund Management,buy
8589992013,2007-12-13T00:00:00Z,2241700,2241700,6.13,405e3,Arisawa Mfg Ord Shs,Taiyo Fund Management,buy
8589992013,2008-01-31T00:00:00Z,2642800,2642800,7.23,401100,Arisawa Mfg Ord Shs,Taiyo Fund Management,buy
8589992013,2008-02-12T00:00:00Z,3075700,3075700,8.42,432900,Arisawa Mfg Ord Shs,Taiyo Fund Management,buy
8589992013,2008-03-07T00:00:00Z,3289400,3289400,9,213700,Arisawa Mfg Ord Shs,Taiyo Fund Management,buy
8589992013,2010-01-18T00:00:00Z,2721100,2721100,7.78,-568300,Arisawa Mfg Ord Shs,Taiyo Fund Management,sell
8589992013,2010-02-18T00:00:00Z,2264600,2264600,6.47,-456500,Arisawa Mfg Ord Shs,Taiyo Fund Management,sell
8589992013,2010-02-24T00:00:00Z,1819700,1819700,5.2,-444900,Arisawa Mfg Ord Shs,Taiyo Fund Management,sell
8589992013,2010-04-08T00:00:00Z,2675400,2675400,7.64,-964e3,Arisawa Mfg Ord Shs,Taiyo Fund Management,sell
8589996288,2008-01-28T00:00:00Z,9868800,9868800,10.65,9868800,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2008-01-31T00:00:00Z,10918800,10918800,11.78,105e4,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2008-02-08T00:00:00Z,11904e3,11904e3,12.84,985200,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2009-02-26T00:00:00Z,12869e3,12869e3,13.88,965e3,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2009-03-17T00:00:00Z,13832800,13832800,14.92,963800,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2009-04-03T00:00:00Z,14789500,14789500,15.96,956700,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2009-05-01T00:00:00Z,15737400,15737400,16.98,947900,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2009-06-24T00:00:00Z,16683400,16683400,18,946e3,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2010-07-13T00:00:00Z,16683400,16683400,18,0,Topcon Ord Shs,Taiyo Fund Management,hold
8589996288,2010-08-13T00:00:00Z,16683400,16683400,18,0,Topcon Ord Shs,Taiyo Fund Management,hold
8589996288,2011-12-14T00:00:00Z,16683400,16683400,18,0,Topcon Ord Shs,Taiyo Fund Management,hold
8589996288,2013-07-11T00:00:00Z,16531400,16531400,15.29,-152e3,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2013-08-27T00:00:00Z,14879e3,14879e3,13.77,-1652400,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2013-09-13T00:00:00Z,13597700,13597700,12.58,-1281300,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2013-10-30T00:00:00Z,24897800,24897800,23.0376,-2297600,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2014-01-27T00:00:00Z,22171400,22171400,20.5101,-2726400,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2014-04-04T00:00:00Z,20208800,20208800,18.7,-1962600,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2014-07-24T00:00:00Z,17964200,17964200,16.6217,-2244600,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2014-11-06T00:00:00Z,8443100,8443100,7.8115,-1091900,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2015-01-14T00:00:00Z,7351900,7351900,6.8019,-1091200,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2015-01-31T00:00:00Z,7148300,7148300,6.6135,-203600,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2015-09-04T00:00:00Z,8390800,8390800,7.7633,1242500,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2015-09-08T00:00:00Z,9910300,9910300,9.1711,1519500,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2015-09-14T00:00:00Z,10991400,10991400,10.1731,1081100,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2015-10-30T00:00:00Z,12164300,12164300,11.2513,1172900,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2016-02-02T00:00:00Z,13366100,13366100,12.3662,1432e3,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2016-02-16T00:00:00Z,12733300,12733300,11.7807,-632800,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2016-03-14T00:00:00Z,11643e3,11643e3,10.772,-1090300,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2016-04-22T00:00:00Z,10505200,10505200,9.7193,-1137800,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2016-05-06T00:00:00Z,11768900,11768900,10.8885,1263700,Topcon Ord Shs,Taiyo Fund Management,buy
8589996288,2016-08-02T00:00:00Z,10930900,10930900,10.1132,-838e3,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2016-08-16T00:00:00Z,9711200,9711200,8.9847,-1219700,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2016-08-30T00:00:00Z,8567400,8567400,7.9265,-1143800,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2016-09-13T00:00:00Z,7434500,7434500,6.8783,-1132900,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2016-11-02T00:00:00Z,6219e3,6219e3,5.7538,-1215500,Topcon Ord Shs,Taiyo Fund Management,sell
8589996288,2017-11-29T00:00:00Z,5066300,5066300,4.6873,-1152700,Topcon Ord Shs,Taiyo Fund Management,sell
8589998791,2007-08-21T00:00:00Z,2281500,2281500,5.07,2281500,Nissha Ord Shs,Taiyo Fund Management,buy
8589998791,2007-10-25T00:00:00Z,2746700,2746700,6.1,465200,Nissha Ord Shs,Taiyo Fund Management,buy
8589998791,2009-06-09T00:00:00Z,2256e3,2256e3,5.01,-490700,Nissha Ord Shs,Taiyo Fund Management,sell
8589998791,2009-06-29T00:00:00Z,1691600,1691600,3.76,-564400,Nissha Ord Shs,Taiyo Fund Management,sell
8589998791,2010-08-05T00:00:00Z,2587600,2587600,5.75,896e3,Nissha Ord Shs,Taiyo Fund Management,buy
8589998791,2010-08-11T00:00:00Z,3052900,3052900,6.78,465300,Nissha Ord Shs,Taiyo Fund Management,buy
8589998791,2012-05-17T00:00:00Z,3548500,3548500,7.88,495600,Nissha Ord Shs,Taiyo Fund Management,buy
8589998791,2013-10-02T00:00:00Z,804e4,804e4,17.8575,943e3,Nissha Ord Shs,Taiyo Fund Management,buy
8589998791,2014-02-21T00:00:00Z,10581600,10581600,23.4992,2541600,Nissha Ord Shs,Taiyo Fund Management,buy
8589998791,2015-01-31T00:00:00Z,5671100,5671100,12.5942,1055700,Nissha Ord Shs,Taiyo Fund Management,buy
8589998791,2015-03-10T00:00:00Z,5385200,5385200,11.9593,-285900,Nissha Ord Shs,Taiyo Fund Management,sell
8589998791,2016-04-14T00:00:00Z,4915500,4915500,10.9162,-469700,Nissha Ord Shs,Taiyo Fund Management,sell
8589998791,2016-05-13T00:00:00Z,4462200,4462200,9.9095,-453300,Nissha Ord Shs,Taiyo Fund Management,sell
8589998791,2016-05-18T00:00:00Z,3791200,3791200,8.4194,-671e3,Nissha Ord Shs,Taiyo Fund Management,sell
8589998791,2016-07-12T00:00:00Z,3486100,3486100,7.7418,-305100,Nissha Ord Shs,Taiyo Fund Management,sell
8589998791,2016-08-08T00:00:00Z,3085700,3085700,6.8526,-400400,Nissha Ord Shs,Taiyo Fund Management,sell
8589998791,2016-08-19T00:00:00Z,2584400,2584400,5.7393,-501300,Nissha Ord Shs,Taiyo Fund Management,sell
8589998791,2017-04-12T00:00:00Z,3245200,3245200,6.9309,660800,Nissha Ord Shs,Taiyo Fund Management,buy
8589998791,2018-01-23T00:00:00Z,4137800,4137800,8.1364,892600,Nissha Ord Shs,Taiyo Fund Management,buy
8589998791,2018-02-19T00:00:00Z,4649300,4649300,9.1422,511500,Nissha Ord Shs,Taiyo Fund Management,buy
8589998791,2018-05-14T00:00:00Z,5335500,5335500,10.4915,686200,Nissha Ord Shs,Taiyo Fund Management,buy
8590005360,2005-09-30T00:00:00Z,9962e3,4981e3,9.0971,4981e3,NIFCO Ord Shs,Taiyo Fund Management,buy
8590005360,2010-07-13T00:00:00Z,8734600,4367300,8.1246,-613700,NIFCO Ord Shs,Taiyo Fund Management,sell
8590005360,2011-01-17T00:00:00Z,15276400,7638200,14.2096,-1096400,NIFCO Ord Shs,Taiyo Fund Management,sell
8590005360,2013-04-08T00:00:00Z,12944400,6472200,12.0402,-1166e3,NIFCO Ord Shs,Taiyo Fund Management,sell
8590005360,2014-01-27T00:00:00Z,10275400,5137700,9.5577,-1334500,NIFCO Ord Shs,Taiyo Fund Management,sell
8590005360,2015-01-31T00:00:00Z,5273800,2636900,4.9055,-75400,NIFCO Ord Shs,Taiyo Fund Management,sell
8590005360,2016-02-01T00:00:00Z,3739600,1869800,3.4784,-767100,NIFCO Ord Shs,Taiyo Fund Management,sell
8590010459,2005-09-30T00:00:00Z,2731e3,2731e3,6.79,2731e3,Horiba Ord Shs,Taiyo Fund Management,buy
8590010459,2007-03-07T00:00:00Z,3534800,3534800,8.34,803800,Horiba Ord Shs,Taiyo Fund Management,buy
8590010459,2007-10-18T00:00:00Z,3122900,3122900,7.36,-411900,Horiba Ord Shs,Taiyo Fund Management,sell
8590010459,2008-07-11T00:00:00Z,3606200,3606200,8.48,483300,Horiba Ord Shs,Taiyo Fund Management,buy
8590010459,2008-09-04T00:00:00Z,4051600,4051600,9.53,445400,Horiba Ord Shs,Taiyo Fund Management,buy
8590010459,2009-06-08T00:00:00Z,3614e3,3614e3,8.5,-437600,Horiba Ord Shs,Taiyo Fund Management,sell
8590010459,2010-07-13T00:00:00Z,3827900,3827900,9,213900,Horiba Ord Shs,Taiyo Fund Management,buy
8590010459,2011-03-29T00:00:00Z,3394300,3394300,7.98,-433600,Horiba Ord Shs,Taiyo Fund Management,sell
8590010459,2011-07-29T00:00:00Z,2965400,2965400,6.97,-428900,Horiba Ord Shs,Taiyo Fund Management,sell
8590010459,2012-07-11T00:00:00Z,5059800,5059800,11.8981,-871e3,Horiba Ord Shs,Taiyo Fund Management,sell
8590010459,2014-01-27T00:00:00Z,4067500,4067500,9.559000000000001,-992300,Horiba Ord Shs,Taiyo Fund Management,sell
8590010459,2015-04-16T00:00:00Z,2555700,2555700,6.0088,438e3,Horiba Ord Shs,Taiyo Fund Management,buy
8590010459,2015-10-21T00:00:00Z,2115700,2115700,4.9747,-44e4,Horiba Ord Shs,Taiyo Fund Management,sell
8590015610,2008-05-12T00:00:00Z,1281e3,1281e3,5.01,1281e3,Roland Ord Shs,Taiyo Fund Management,buy
8590015610,2008-08-14T00:00:00Z,1539500,1539500,6.02,258500,Roland Ord Shs,Taiyo Fund Management,buy
8590015610,2010-07-13T00:00:00Z,1291500,1291500,5.05,-248e3,Roland Ord Shs,Taiyo Fund Management,sell
8590015610,2011-11-29T00:00:00Z,1559400,1559400,6.1,267900,Roland Ord Shs,Taiyo Fund Management,buy
8590015610,2012-02-08T00:00:00Z,1825e3,1825e3,7.14,265600,Roland Ord Shs,Taiyo Fund Management,buy
8590015610,2012-04-11T00:00:00Z,2083400,2083400,8.15,258400,Roland Ord Shs,Taiyo Fund Management,buy
8590015610,2013-04-11T00:00:00Z,2181300,2181300,9.15,97900,Roland Ord Shs,Taiyo Fund Management,buy
8590015610,2014-05-14T00:00:00Z,2183300,2183300,9.16,2e3,Roland Ord Shs,Taiyo Fund Management,buy
8590017703,2009-10-05T00:00:00Z,1316800,1316800,5,1316800,Nippon Ceramic Ord Shs,Taiyo Fund Management,buy
8590017703,2010-04-15T00:00:00Z,1663100,1663100,6.32,346300,Nippon Ceramic Ord Shs,Taiyo Fund Management,buy
8590017703,2010-07-23T00:00:00Z,1927300,1927300,7.32,264200,Nippon Ceramic Ord Shs,Taiyo Fund Management,buy
8590017703,2010-08-20T00:00:00Z,4380400,4380400,16.64,525800,Nippon Ceramic Ord Shs,Taiyo Fund Management,buy
8590017703,2013-09-25T00:00:00Z,2069400,2069400,7.86,-120800,Nippon Ceramic Ord Shs,Taiyo Fund Management,sell
8590017703,2013-10-10T00:00:00Z,1804900,1804900,6.86,-264500,Nippon Ceramic Ord Shs,Taiyo Fund Management,sell
8590017703,2013-11-22T00:00:00Z,1524400,1524400,5.79,-280500,Nippon Ceramic Ord Shs,Taiyo Fund Management,sell
8590017703,2013-12-25T00:00:00Z,1240800,1240800,4.72,-283600,Nippon Ceramic Ord Shs,Taiyo Fund Management,sell
8590920928,2005-09-30T00:00:00Z,3912500,3912500,6.53,3912500,Miraca Holdings Ord Shs,Taiyo Fund Management,buy
8590920928,2005-11-30T00:00:00Z,5816800,5816800,9.71,1904300,Miraca Holdings Ord Shs,Taiyo Fund Management,buy
8590920928,2007-06-11T00:00:00Z,6910500,6910500,11.36,1093700,Miraca Holdings Ord Shs,Taiyo Fund Management,buy
8590920928,2007-06-18T00:00:00Z,7580500,7580500,12.46,67e4,Miraca Holdings Ord Shs,Taiyo Fund Management,buy
8590920928,2007-09-04T00:00:00Z,8202e3,8202e3,13.48,621500,Miraca Holdings Ord Shs,Taiyo Fund Management,buy
8590920928,2009-06-02T00:00:00Z,7262100,7262100,11.9,-939900,Miraca Holdings Ord Shs,Taiyo Fund Management,sell
8590920928,2009-06-15T00:00:00Z,6649400,6649400,10.89,-612700,Miraca Holdings Ord Shs,Taiyo Fund Management,sell
8590920928,2009-07-10T00:00:00Z,6041100,6041100,9.9,-608300,Miraca Holdings Ord Shs,Taiyo Fund Management,sell
8590920928,2009-08-25T00:00:00Z,5424700,5424700,8.89,-616400,Miraca Holdings Ord Shs,Taiyo Fund Management,sell
8590920928,2009-10-07T00:00:00Z,4781e3,4781e3,8.18,-643700,Miraca Holdings Ord Shs,Taiyo Fund Management,sell
8590920928,2010-07-13T00:00:00Z,4383100,4383100,7.5,-397900,Miraca Holdings Ord Shs,Taiyo Fund Management,sell
8590920928,2011-09-07T00:00:00Z,3774700,3774700,6.45,-608400,Miraca Holdings Ord Shs,Taiyo Fund Management,sell
8590920928,2011-10-05T00:00:00Z,6309400,6309400,10.782,-124e4,Miraca Holdings Ord Shs,Taiyo Fund Management,sell
8590920928,2015-01-31T00:00:00Z,3422100,3422100,5.7975,267400,Miraca Holdings Ord Shs,Taiyo Fund Management,buy
8590920928,2015-06-19T00:00:00Z,2888400,2888400,5.0526,-533700,Miraca Holdings Ord Shs,Taiyo Fund Management,sell
8590920928,2015-08-28T00:00:00Z,2317900,2317900,4.051,-570500,Miraca Holdings Ord Shs,Taiyo Fund Management,sell
8590925574,2015-07-13T00:00:00Z,6981900,6981900,5.054600000000001,6981900,Anritsu Ord Shs,Taiyo Fund Management,buy
8590925574,2015-07-27T00:00:00Z,8483e3,8483e3,6.1427,1501100,Anritsu Ord Shs,Taiyo Fund Management,buy
8590925574,2016-04-01T00:00:00Z,9761600,9761600,7.0677,1719500,Anritsu Ord Shs,Taiyo Fund Management,buy
8590925574,2016-05-16T00:00:00Z,11236500,11236500,8.1356,1474900,Anritsu Ord Shs,Taiyo Fund Management,buy
8590925574,2016-08-01T00:00:00Z,10359500,10359500,7.5006,-877e3,Anritsu Ord Shs,Taiyo Fund Management,sell
8590925574,2016-10-04T00:00:00Z,8909700,8909700,6.4509,-1449800,Anritsu Ord Shs,Taiyo Fund Management,sell
8590925574,2016-10-20T00:00:00Z,7512800,7512800,5.4395,-1396900,Anritsu Ord Shs,Taiyo Fund Management,sell
8590928244,2013-04-05T00:00:00Z,13804400,69022,10.92,69022,Cyber Agent Ord Shs,Taiyo Fund Management,buy
8590928244,2013-04-26T00:00:00Z,18258e3,91290,14.4408,22268,Cyber Agent Ord Shs,Taiyo Fund Management,buy
8590928244,2014-01-27T00:00:00Z,14656400,7328200,11.5879,7236910,Cyber Agent Ord Shs,Taiyo Fund Management,buy
8590928244,2014-07-25T00:00:00Z,17287200,8643600,13.6694,1315400,Cyber Agent Ord Shs,Taiyo Fund Management,buy
8590928244,2014-09-17T00:00:00Z,10592800,5296400,8.3786,1323900,Cyber Agent Ord Shs,Taiyo Fund Management,buy
8590928244,2015-01-31T00:00:00Z,10402200,5201100,8.2279,-95300,Cyber Agent Ord Shs,Taiyo Fund Management,sell
8590928244,2015-04-01T00:00:00Z,9433800,4716900,7.4619,-484200,Cyber Agent Ord Shs,Taiyo Fund Management,sell
8590928244,2016-02-12T00:00:00Z,8073200,4036600,6.3857,-680300,Cyber Agent Ord Shs,Taiyo Fund Management,sell
8590928244,2016-05-02T00:00:00Z,6550600,3275300,5.1813,-761300,Cyber Agent Ord Shs,Taiyo Fund Management,sell
8590928244,2016-06-10T00:00:00Z,5328400,2664200,4.2146,-611100,Cyber Agent Ord Shs,Taiyo Fund Management,sell
8590928610,2016-11-09T00:00:00Z,14041200,14041200,5.2501,14041200,Leopalace21 Ord Shs,Taiyo Fund Management,buy
8590929181,2006-03-31T00:00:00Z,1275500,1275500,7.17,1275500,Roland DG Ord Shs,Taiyo Fund Management,buy
8590929181,2006-06-30T00:00:00Z,1616400,1616400,9.08,340900,Roland DG Ord Shs,Taiyo Fund Management,buy
8590929181,2007-07-31T00:00:00Z,1420500,1420500,7.98,-195900,Roland DG Ord Shs,Taiyo Fund Management,sell
8590929181,2007-10-25T00:00:00Z,1235500,1235500,6.94,-185e3,Roland DG Ord Shs,Taiyo Fund Management,sell
