gempermid,holddate,shareshldadj,shareshld,pctshouthld,shshldchg,comname,name,activity
8589995597,2005-10-31T00:00:00Z,184e3,184e3,2.71,184e3,Ultrafabrics Holdings Ord Shs,Tower Investment Management,buy
8589995601,2006-12-31T00:00:00Z,57e4,57e4,6.67,57e4,Pla Matels Corp Ord Shs,Tower Investment Management,buy
8589995601,2007-05-15T00:00:00Z,673e3,673e3,7.87,103e3,Pla Matels Corp Ord Shs,Tower Investment Management,buy
8589995601,2008-10-15T00:00:00Z,295e3,295e3,3.45,-378e3,Pla Matels Corp Ord Shs,Tower Investment Management,sell
8589995651,2006-09-30T00:00:00Z,378400,378400,8.66,378400,Nippon Information Development Ord Shs,Tower Investment Management,buy
8589995651,2006-11-20T00:00:00Z,445500,445500,10.19,67100,Nippon Information Development Ord Shs,Tower Investment Management,buy
8589996697,2008-09-12T00:00:00Z,146e4,146e4,7.29,146e4,Central Automotive Products Ord Shs,Tower Investment Management,buy
8589996697,2009-08-31T00:00:00Z,93e4,93e4,4.65,-53e4,Central Automotive Products Ord Shs,Tower Investment Management,sell
8589997620,2008-04-11T00:00:00Z,56210,11242,10.71,11242,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-04-16T00:00:00Z,63905,12781,12.17,1539,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-04-23T00:00:00Z,72325,14465,13.78,1684,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-05-29T00:00:00Z,77620,15524,14.78,1059,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-06-13T00:00:00Z,83245,16649,15.86,1125,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-06-27T00:00:00Z,88895,17779,16.93,1130,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-07-23T00:00:00Z,94145,18829,17.93,1050,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-08-21T00:00:00Z,100585,20117,19.16,1288,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-08-28T00:00:00Z,106845,21369,20.35,1252,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-09-03T00:00:00Z,112235,22447,21.38,1078,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-10-03T00:00:00Z,126970,25394,24.18,2947,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-10-16T00:00:00Z,134200,26840,25.56,1446,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-11-13T00:00:00Z,141415,28283,26.94,1443,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2008-12-09T00:00:00Z,146920,29384,27.98,1101,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,buy
8589997620,2009-06-17T00:00:00Z,137900,27580,26.27,-1804,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2009-08-31T00:00:00Z,131595,26319,25.07,-1261,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2009-11-09T00:00:00Z,125980,25196,24,-1123,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2010-04-22T00:00:00Z,123815,24763,23.58,-433,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2010-06-14T00:00:00Z,123815,24763,21.53,0,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,hold
8589997620,2010-11-30T00:00:00Z,117550,23510,20.44,-1253,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2010-12-14T00:00:00Z,111580,22316,19.41,-1194,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2010-12-24T00:00:00Z,105525,21105,18.35,-1211,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2011-01-05T00:00:00Z,99615,19923,17.32,-1182,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2011-01-24T00:00:00Z,92340,18468,16.06,-1455,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2011-03-04T00:00:00Z,86390,17278,15.02,-1190,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2012-10-17T00:00:00Z,80075,16015,11.68,-1263,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2013-01-04T00:00:00Z,73890,14778,10.78,-1237,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2013-01-29T00:00:00Z,66975,13395,9.77,-1383,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2013-02-28T00:00:00Z,55290,11058,8.07,-2337,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2013-03-15T00:00:00Z,88900,17780,12.98,-4336,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997620,2013-03-29T00:00:00Z,71430,14286,10.42,-3494,Sekisui House Residential Investment REIT Ord Shs,Tower Investment Management,sell
8589997808,2007-02-28T00:00:00Z,9530,9530,7.11,9530,Sohken Homes Ord Shs,Tower Investment Management,buy
8589997808,2007-03-30T00:00:00Z,5247,5247,3.89,-4283,Sohken Homes Ord Shs,Tower Investment Management,sell
8589998249,2006-09-30T00:00:00Z,665e3,665e3,6.29,665e3,Yagi & Company Ord Shs,Tower Investment Management,buy
8589998249,2006-12-31T00:00:00Z,868600,868600,8.22,203600,Yagi & Company Ord Shs,Tower Investment Management,buy
8589998249,2008-09-15T00:00:00Z,748600,748600,7.08,-12e4,Yagi & Company Ord Shs,Tower Investment Management,sell
8589998249,2008-09-30T00:00:00Z,449500,449500,4.25,-299100,Yagi & Company Ord Shs,Tower Investment Management,sell
8589999333,2005-06-30T00:00:00Z,642800,642800,7.14,642800,Airtech Japan Ord Shs,Tower Investment Management,buy
8589999333,2006-03-31T00:00:00Z,837100,837100,9.29,194300,Airtech Japan Ord Shs,Tower Investment Management,buy
8589999333,2008-10-31T00:00:00Z,623100,623100,6.94,-214e3,Airtech Japan Ord Shs,Tower Investment Management,sell
8589999333,2008-11-28T00:00:00Z,401900,401900,4.48,-221200,Airtech Japan Ord Shs,Tower Investment Management,sell
8590000350,2007-05-31T00:00:00Z,236e3,236e3,5.99,236e3,Systems Design Ord Shs,Tower Investment Management,buy
8590000809,2006-12-31T00:00:00Z,948400,474200,6.57,474200,LEC Ord Shs,Tower Investment Management,buy
8590000809,2008-09-30T00:00:00Z,773e3,386500,5.35,-87700,LEC Ord Shs,Tower Investment Management,sell
8590000938,2005-09-30T00:00:00Z,731e3,731e3,9.6,731e3,Daisan Ord Shs,Tower Investment Management,buy
8590000938,2005-10-19T00:00:00Z,81e4,81e4,10.63,79e3,Daisan Ord Shs,Tower Investment Management,buy
8590000938,2005-12-16T00:00:00Z,91e4,91e4,11.95,1e5,Daisan Ord Shs,Tower Investment Management,buy
8590000938,2007-11-22T00:00:00Z,31e3,31e3,0.41,-879e3,Daisan Ord Shs,Tower Investment Management,sell
8590002594,2007-09-27T00:00:00Z,290200,290200,10.75,290200,Di-Nikko Engineering Ord Shs,Tower Investment Management,buy
8590002594,2007-11-09T00:00:00Z,320300,320300,11.86,30100,Di-Nikko Engineering Ord Shs,Tower Investment Management,buy
8590002594,2007-11-14T00:00:00Z,370800,370800,13.73,50500,Di-Nikko Engineering Ord Shs,Tower Investment Management,buy
8590002594,2007-12-25T00:00:00Z,400700,400700,14.84,29900,Di-Nikko Engineering Ord Shs,Tower Investment Management,buy
8590002594,2008-01-17T00:00:00Z,439800,439800,16.29,39100,Di-Nikko Engineering Ord Shs,Tower Investment Management,buy
8590002594,2009-02-25T00:00:00Z,800,800,0.03,-439e3,Di-Nikko Engineering Ord Shs,Tower Investment Management,sell
8590003270,2008-01-31T00:00:00Z,702200,702200,6.5,702200,Senshu Electric Ord Shs,Tower Investment Management,buy
8590003270,2008-10-15T00:00:00Z,256500,256500,2.38,-445700,Senshu Electric Ord Shs,Tower Investment Management,sell
8590003680,2007-03-30T00:00:00Z,495e3,495e3,6.39,495e3,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-05-31T00:00:00Z,656e3,656e3,8.47,161e3,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-06-12T00:00:00Z,777e3,777e3,10.03,121e3,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-06-19T00:00:00Z,869e3,869e3,11.22,92e3,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-07-03T00:00:00Z,954e3,954e3,12.31,85e3,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-07-24T00:00:00Z,1047e3,1047e3,13.51,93e3,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-07-27T00:00:00Z,1137e3,1137e3,14.68,9e4,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-08-02T00:00:00Z,1216e3,1216e3,15.7,79e3,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-08-13T00:00:00Z,1301e3,1301e3,16.79,85e3,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-09-11T00:00:00Z,1386e3,1386e3,17.89,85e3,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-09-28T00:00:00Z,147e4,147e4,18.98,84e3,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-10-19T00:00:00Z,1549e3,1549e3,19.99,79e3,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-11-16T00:00:00Z,1631400,1631400,21.06,82400,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2007-12-20T00:00:00Z,1709500,1709500,22.07,78100,Central General Development Ord Shs,Tower Investment Management,buy
8590003680,2008-11-04T00:00:00Z,1617700,1617700,20.88,-91800,Central General Development Ord Shs,Tower Investment Management,sell
8590003680,2008-11-13T00:00:00Z,1456300,1456300,18.8,-161400,Central General Development Ord Shs,Tower Investment Management,sell
8590003680,2008-11-18T00:00:00Z,1379200,1379200,17.8,-77100,Central General Development Ord Shs,Tower Investment Management,sell
8590003680,2008-12-22T00:00:00Z,1263100,1263100,16.3,-116100,Central General Development Ord Shs,Tower Investment Management,sell
8590003680,2008-12-24T00:00:00Z,1102900,1102900,14.24,-160200,Central General Development Ord Shs,Tower Investment Management,sell
8590003680,2008-12-25T00:00:00Z,969700,969700,12.52,-133200,Central General Development Ord Shs,Tower Investment Management,sell
8590003680,2009-02-04T00:00:00Z,722400,722400,9.32,-247300,Central General Development Ord Shs,Tower Investment Management,sell
8590005936,2008-03-31T00:00:00Z,3076e3,3076e3,5.01,3076e3,Yuraku Real Estate Ord Shs,Tower Investment Management,buy
8590005936,2008-09-30T00:00:00Z,579e3,579e3,0.94,-2497e3,Yuraku Real Estate Ord Shs,Tower Investment Management,sell
8590006158,2006-12-31T00:00:00Z,280600,280600,5.34,280600,Marktec Ord Shs,Tower Investment Management,buy
8590006629,2008-10-08T00:00:00Z,733,733,0.01,733,Nihon Denkei Ord Shs,Tower Investment Management,buy
8590007924,2008-03-04T00:00:00Z,1004300,1004300,10.17,1004300,C Uyemura Ord Shs,Tower Investment Management,buy
8590007924,2009-02-20T00:00:00Z,900800,900800,9.12,-103500,C Uyemura Ord Shs,Tower Investment Management,sell
8590007924,2009-04-15T00:00:00Z,522500,522500,5.29,-378300,C Uyemura Ord Shs,Tower Investment Management,sell
8590007924,2010-06-15T00:00:00Z,1176800,1176800,11.92,131800,C Uyemura Ord Shs,Tower Investment Management,buy
8590007924,2012-10-31T00:00:00Z,1396200,1396200,14.14,219400,C Uyemura Ord Shs,Tower Investment Management,buy
8590008189,2009-08-14T00:00:00Z,485e3,485e3,5.93,485e3,Havix Ord Shs,Tower Investment Management,buy
8590008189,2009-10-15T00:00:00Z,578e3,578e3,7.07,93e3,Havix Ord Shs,Tower Investment Management,buy
8590008189,2010-05-31T00:00:00Z,69e4,69e4,8.44,112e3,Havix Ord Shs,Tower Investment Management,buy
8590008189,2010-06-15T00:00:00Z,698e3,698e3,8.54,8e3,Havix Ord Shs,Tower Investment Management,buy
8590008189,2011-02-15T00:00:00Z,1568e3,1568e3,19.18,172e3,Havix Ord Shs,Tower Investment Management,buy
8590008189,2016-05-31T00:00:00Z,593300,593300,7.26,-190700,Havix Ord Shs,Tower Investment Management,sell
8590008189,2016-07-15T00:00:00Z,330800,330800,4.05,-262500,Havix Ord Shs,Tower Investment Management,sell
8590008725,2006-02-28T00:00:00Z,369e3,369e3,3,369e3,Hosoda Ord Shs,Tower Investment Management,buy
8590009060,2008-10-31T00:00:00Z,489600,489600,5.97,489600,Nihon Dengi Ord Shs,Tower Investment Management,buy
8590009060,2008-12-15T00:00:00Z,375800,375800,4.58,-113800,Nihon Dengi Ord Shs,Tower Investment Management,sell
8590009697,2011-12-22T00:00:00Z,3086200,3086200,18.26,3086200,First Juken Ord Shs,Tower Investment Management,buy
8590009972,2006-05-12T00:00:00Z,1125400,11254e3,45.93,11254e3,Himawari Holdings Ord Shs,Tower Investment Management,buy
8590009972,2006-12-15T00:00:00Z,1020300,10203e3,13.88,-1051e3,Himawari Holdings Ord Shs,Tower Investment Management,sell
8590009972,2007-01-15T00:00:00Z,928499.9999999999,9285e3,12.63,-918e3,Himawari Holdings Ord Shs,Tower Investment Management,sell
8590009972,2007-10-12T00:00:00Z,357499.9999999999,3575e3,4.86,-571e4,Himawari Holdings Ord Shs,Tower Investment Management,sell
8590011196,2007-07-15T00:00:00Z,82100,821e3,4.66,821e3,ONEX (Japan) Ord Shs,Tower Investment Management,buy
8590012509,2007-04-25T00:00:00Z,1312800,3282,8.87,3282,Watts Ord Shs,Tower Investment Management,buy
8590012509,2007-06-29T00:00:00Z,1462800,3657,9.88,375,Watts Ord Shs,Tower Investment Management,buy
8590012509,2008-03-05T00:00:00Z,1627200,4068,10.99,411,Watts Ord Shs,Tower Investment Management,buy
8590013138,2008-04-11T00:00:00Z,51100,511e3,44.95,-1236e3,Sadamatsu Ord Shs,Tower Investment Management,sell
8590016892,2008-10-15T00:00:00Z,27020,6755,6.2,6755,Heiwa Real Estate REIT Ord Shs,Tower Investment Management,buy
8590016892,2009-10-30T00:00:00Z,23180,5795,5.32,-960,Heiwa Real Estate REIT Ord Shs,Tower Investment Management,sell
8590017052,2006-12-31T00:00:00Z,465600,582,5.82,582,I K Ord Shs,Tower Investment Management,buy
8590017052,2007-04-13T00:00:00Z,618400,773,7.73,191,I K Ord Shs,Tower Investment Management,buy
8590017052,2007-05-23T00:00:00Z,811200,1014,10.14,241,I K Ord Shs,Tower Investment Management,buy
8590017052,2007-05-29T00:00:00Z,899600,2249,11.245,1235,I K Ord Shs,Tower Investment Management,buy
8590017052,2007-06-06T00:00:00Z,990400,2476,12.38,227,I K Ord Shs,Tower Investment Management,buy
8590017052,2007-06-18T00:00:00Z,1068e3,2670,13.35,194,I K Ord Shs,Tower Investment Management,buy
8590017052,2007-07-09T00:00:00Z,1153600,2884,14.42,214,I K Ord Shs,Tower Investment Management,buy
8590017052,2007-07-24T00:00:00Z,1235200,3088,15.44,204,I K Ord Shs,Tower Investment Management,buy
8590017052,2007-07-30T00:00:00Z,1355200,3388,16.94,300,I K Ord Shs,Tower Investment Management,buy
8590017052,2007-08-14T00:00:00Z,1447200,3618,18.09,230,I K Ord Shs,Tower Investment Management,buy
8590017052,2007-11-05T00:00:00Z,1534e3,3835,19.175,217,I K Ord Shs,Tower Investment Management,buy
8590017052,2008-10-07T00:00:00Z,811200,2028,10.14,-1807,I K Ord Shs,Tower Investment Management,sell
8590017052,2009-01-05T00:00:00Z,714400,1786,8.93,-242,I K Ord Shs,Tower Investment Management,sell
8590017052,2009-01-15T00:00:00Z,492400,1231,6.155,-555,I K Ord Shs,Tower Investment Management,sell
8590017250,2006-06-30T00:00:00Z,1315100,1315100,6.97,1315100,Eikoh Ord Shs,Tower Investment Management,buy
8590017250,2008-11-28T00:00:00Z,1049e3,1049e3,5.56,-266100,Eikoh Ord Shs,Tower Investment Management,sell
8590017250,2009-03-13T00:00:00Z,849e3,849e3,4.5,-2e5,Eikoh Ord Shs,Tower Investment Management,sell
8590018068,2007-11-30T00:00:00Z,207200,1036e3,6.06,1036e3,Asti Ord Shs,Tower Investment Management,buy
8590018068,2008-08-29T00:00:00Z,147200,736e3,4.31,-3e5,Asti Ord Shs,Tower Investment Management,sell
8590018338,2008-03-31T00:00:00Z,3023,3023,5.6,3023,S-Grant Ord Shs,Tower Investment Management,buy
8590018338,2008-05-30T00:00:00Z,3301,3301,6.11,278,S-Grant Ord Shs,Tower Investment Management,buy
8590018384,2008-08-29T00:00:00Z,527e3,527e3,3.36,527e3,SK Kaken Ord Shs,Tower Investment Management,buy
8590019251,2006-03-31T00:00:00Z,322900,3229,2.78,3229,Sanyo Housing Nagoya Ord Shs,Tower Investment Management,buy
8590019378,2007-06-29T00:00:00Z,1727100,5757,5.59,5757,Grandy House Ord Shs,Tower Investment Management,buy
8590019378,2007-10-31T00:00:00Z,2048400,6828,6.63,1071,Grandy House Ord Shs,Tower Investment Management,buy
8590019378,2009-04-30T00:00:00Z,2381100,7937,7.71,1109,Grandy House Ord Shs,Tower Investment Management,buy
8590019378,2010-06-15T00:00:00Z,4891200,16304,15.82,430,Grandy House Ord Shs,Tower Investment Management,buy
8590019378,2013-02-28T00:00:00Z,3951600,1317200,12.82,1300896,Grandy House Ord Shs,Tower Investment Management,buy
8590019378,2013-03-15T00:00:00Z,2649e3,883e3,5.73,-434200,Grandy House Ord Shs,Tower Investment Management,sell
8590019392,2007-05-31T00:00:00Z,1483200,370800,6.27,370800,Soliton Systems Ord Shs,Tower Investment Management,buy
8590019392,2007-06-15T00:00:00Z,1837600,459400,7.75,88600,Soliton Systems Ord Shs,Tower Investment Management,buy
8590019392,2007-07-31T00:00:00Z,2211200,552800,9.32,93400,Soliton Systems Ord Shs,Tower Investment Management,buy
8590019392,2007-09-11T00:00:00Z,2476800,619200,10.44,66400,Soliton Systems Ord Shs,Tower Investment Management,buy
8590019392,2007-10-03T00:00:00Z,2718800,679700,11.46,60500,Soliton Systems Ord Shs,Tower Investment Management,buy
8590019392,2007-11-20T00:00:00Z,2961200,740300,12.48,60600,Soliton Systems Ord Shs,Tower Investment Management,buy
8590019392,2007-12-21T00:00:00Z,3218400,804600,13.56,64300,Soliton Systems Ord Shs,Tower Investment Management,buy
8590019392,2008-02-08T00:00:00Z,3459600,864900,14.58,60300,Soliton Systems Ord Shs,Tower Investment Management,buy
8590019671,2010-07-27T00:00:00Z,1135600,1135600,11.39,1135600,Tsuzuki Densan Ord Shs,Tower Investment Management,buy
8590019671,2010-07-29T00:00:00Z,1356300,1356300,13.61,220700,Tsuzuki Densan Ord Shs,Tower Investment Management,buy
8590019671,2010-07-30T00:00:00Z,1541800,1541800,15.47,185500,Tsuzuki Densan Ord Shs,Tower Investment Management,buy
8590019671,2010-08-05T00:00:00Z,1645900,1645900,16.51,104100,Tsuzuki Densan Ord Shs,Tower Investment Management,buy
8590019671,2010-08-12T00:00:00Z,1773600,1773600,17.79,127700,Tsuzuki Densan Ord Shs,Tower Investment Management,buy
8590019671,2010-08-18T00:00:00Z,1885300,1885300,18.91,111700,Tsuzuki Densan Ord Shs,Tower Investment Management,buy
8590019671,2010-08-23T00:00:00Z,1993800,1993800,20,108500,Tsuzuki Densan Ord Shs,Tower Investment Management,buy
8590019671,2010-08-26T00:00:00Z,2093400,2093400,21,99600,Tsuzuki Densan Ord Shs,Tower Investment Management,buy
8590019671,2010-09-13T00:00:00Z,2201100,2201100,22.08,107700,Tsuzuki Densan Ord Shs,Tower Investment Management,buy
8590019875,2008-10-31T00:00:00Z,15349,15349,7.67,15349,Kenedix Office Investment REIT Ord Shs,Tower Investment Management,buy
8590019875,2008-11-14T00:00:00Z,19030,19030,9.52,3681,Kenedix Office Investment REIT Ord Shs,Tower Investment Management,buy
8590019875,2008-11-18T00:00:00Z,21493,21493,10.75,2463,Kenedix Office Investment REIT Ord Shs,Tower Investment Management,buy
8590019875,2008-11-20T00:00:00Z,25175,25175,12.59,3682,Kenedix Office Investment REIT Ord Shs,Tower Investment Management,buy
8590019875,2009-03-13T00:00:00Z,27183,27183,13.59,2008,Kenedix Office Investment REIT Ord Shs,Tower Investment Management,buy
8590019875,2009-05-11T00:00:00Z,22621,22621,11.31,-4562,Kenedix Office Investment REIT Ord Shs,Tower Investment Management,sell
8590019875,2009-06-24T00:00:00Z,20103,20103,10.05,-2518,Kenedix Office Investment REIT Ord Shs,Tower Investment Management,sell
8590019875,2009-06-30T00:00:00Z,18009,18009,9,-2094,Kenedix Office Investment REIT Ord Shs,Tower Investment Management,sell
8590019875,2009-08-31T00:00:00Z,14958,14958,7.48,-3051,Kenedix Office Investment REIT Ord Shs,Tower Investment Management,sell
8590019875,2009-11-13T00:00:00Z,10207,10207,5.1,-4751,Kenedix Office Investment REIT Ord Shs,Tower Investment Management,sell
8590019875,2009-11-30T00:00:00Z,8090,8090,4.05,-2117,Kenedix Office Investment REIT Ord Shs,Tower Investment Management,sell
8590020279,2008-02-15T00:00:00Z,18884,18884,5.79,18884,Hoosiers Ord Shs,Tower Investment Management,buy
8590020279,2008-03-14T00:00:00Z,23476,23476,7.2,4592,Hoosiers Ord Shs,Tower Investment Management,buy
8590020279,2008-04-15T00:00:00Z,28278,28278,8.67,4802,Hoosiers Ord Shs,Tower Investment Management,buy
8590020279,2008-06-13T00:00:00Z,31713,31713,9.73,3435,Hoosiers Ord Shs,Tower Investment Management,buy
8590020279,2008-06-26T00:00:00Z,35308,35308,10.83,3595,Hoosiers Ord Shs,Tower Investment Management,buy
8590020279,2008-07-14T00:00:00Z,39488,39488,12.11,4180,Hoosiers Ord Shs,Tower Investment Management,buy
8590020279,2008-07-22T00:00:00Z,44614,44614,13.69,5126,Hoosiers Ord Shs,Tower Investment Management,buy
8590020279,2009-03-05T00:00:00Z,23436,23436,7.19,-21178,Hoosiers Ord Shs,Tower Investment Management,sell
8590020279,2009-03-31T00:00:00Z,14648,14648,4.49,-8788,Hoosiers Ord Shs,Tower Investment Management,sell
8590021820,2005-03-31T00:00:00Z,4173800,20869,9.03,20869,Kenedix Ord Shs,Tower Investment Management,buy
8590021820,2005-05-31T00:00:00Z,2322e3,11610,5.03,-9259,Kenedix Ord Shs,Tower Investment Management,sell
8590021820,2009-01-30T00:00:00Z,1775100,17751,2.79,6141,Kenedix Ord Shs,Tower Investment Management,buy
8590021820,2009-10-15T00:00:00Z,532e4,53200,8.35,35449,Kenedix Ord Shs,Tower Investment Management,buy
8590022062,2012-11-15T00:00:00Z,5964e3,29820,14.88,29820,UT Group Ord Shs,Tower Investment Management,buy
8590022062,2015-02-24T00:00:00Z,4091400,4091400,10.49,4076490,UT Group Ord Shs,Tower Investment Management,buy
8590022062,2015-03-04T00:00:00Z,4520400,4520400,11.59,429e3,UT Group Ord Shs,Tower Investment Management,buy
8590022062,2016-01-12T00:00:00Z,4872700,4872700,13.13,352300,UT Group Ord Shs,Tower Investment Management,buy
8590022062,2016-04-26T00:00:00Z,5278900,5278900,14.22,406200,UT Group Ord Shs,Tower Investment Management,buy
8590022062,2016-06-24T00:00:00Z,5679100,5679100,15.3,400200,UT Group Ord Shs,Tower Investment Management,buy
8590022062,2016-11-18T00:00:00Z,5919900,5919900,16.7,240800,UT Group Ord Shs,Tower Investment Management,buy
8590022062,2017-04-05T00:00:00Z,5430700,5430700,15.32,-489200,UT Group Ord Shs,Tower Investment Management,sell
8590022062,2017-05-17T00:00:00Z,4909400,4909400,13.85,-521300,UT Group Ord Shs,Tower Investment Management,sell
8590022062,2017-05-18T00:00:00Z,4531800,4531800,12.78,-377600,UT Group Ord Shs,Tower Investment Management,sell
8590022062,2017-05-26T00:00:00Z,4142400,4142400,11.69,-389400,UT Group Ord Shs,Tower Investment Management,sell
8590022062,2017-06-08T00:00:00Z,3769800,3769800,10.63,-372600,UT Group Ord Shs,Tower Investment Management,sell
8590022062,2017-07-14T00:00:00Z,3249500,3249500,8,-520300,UT Group Ord Shs,Tower Investment Management,sell
8590022062,2017-07-31T00:00:00Z,2657500,2657500,6.54,-592e3,UT Group Ord Shs,Tower Investment Management,sell
8590022062,2017-09-29T00:00:00Z,2626100,2626100,6.46,-31400,UT Group Ord Shs,Tower Investment Management,sell
8590022062,2017-10-31T00:00:00Z,1884300,1884300,4.63,-741800,UT Group Ord Shs,Tower Investment Management,sell
8590022765,2007-08-15T00:00:00Z,503900,503900,5.53,503900,Keyware Solution Ord Shs,Tower Investment Management,buy
8590022765,2010-06-15T00:00:00Z,1158e3,1158e3,12.72,150200,Keyware Solution Ord Shs,Tower Investment Management,buy
8590024165,2005-09-09T00:00:00Z,1527780,1527780,10.82,1527780,Chiyoda Integre Ord Shs,Tower Investment Management,buy
8590024165,2005-09-30T00:00:00Z,1676980,1676980,11.87,149200,Chiyoda Integre Ord Shs,Tower Investment Management,buy
8590024165,2006-01-30T00:00:00Z,1505e3,1505e3,10.66,-171980,Chiyoda Integre Ord Shs,Tower Investment Management,sell
8590024165,2007-04-24T00:00:00Z,1338800,1338800,9.48,-166200,Chiyoda Integre Ord Shs,Tower Investment Management,sell
8590024165,2007-05-31T00:00:00Z,679200,679200,4.81,-659600,Chiyoda Integre Ord Shs,Tower Investment Management,sell
8590025377,2005-03-31T00:00:00Z,378300,378300,5.64,378300,Shuei Yobiko Ord Shs,Tower Investment Management,buy
8590026786,2007-01-31T00:00:00Z,584900,584900,6.38,584900,Daiwasystem Ord Shs,Tower Investment Management,buy
8590026786,2007-02-28T00:00:00Z,458200,458200,5,-126700,Daiwasystem Ord Shs,Tower Investment Management,sell
8590027061,2012-07-31T00:00:00Z,5875200,58752,10.96,58752,Marvelous Ord Shs,Tower Investment Management,buy
8590027061,2014-06-30T00:00:00Z,2004600,2004600,3.74,1975224,Marvelous Ord Shs,Tower Investment Management,buy
8590027818,2008-12-31T00:00:00Z,432620,432620,4.04,432620,Ainavo Holdings Ord Shs,Tower Investment Management,buy
8590028467,2005-03-31T00:00:00Z,277100,277100,5.43,277100,Japan System Techniques Ord Shs,Tower Investment Management,buy
8590028467,2008-08-29T00:00:00Z,76e3,76e3,1.49,-201100,Japan System Techniques Ord Shs,Tower Investment Management,sell
8590029183,2008-09-15T00:00:00Z,110400,552e3,0.96,552e3,Daiichi Jitsugyo Ord Shs,Tower Investment Management,buy
8590920363,2008-10-31T00:00:00Z,20700,20700,8.05,20700,Nippon Commercial Investment REIT Ord Shs,Tower Investment Management,buy
8590920363,2009-01-30T00:00:00Z,24929,24929,9.7,4229,Nippon Commercial Investment REIT Ord Shs,Tower Investment Management,buy
8590920363,2009-02-25T00:00:00Z,27709,27709,10.78,2780,Nippon Commercial Investment REIT Ord Shs,Tower Investment Management,buy
8590920363,2009-03-05T00:00:00Z,30547,30547,11.89,2838,Nippon Commercial Investment REIT Ord Shs,Tower Investment Management,buy
8590920363,2009-03-11T00:00:00Z,35107,35107,13.66,4560,Nippon Commercial Investment REIT Ord Shs,Tower Investment Management,buy
8590920363,2009-06-19T00:00:00Z,31983,31983,12.44,-3124,Nippon Commercial Investment REIT Ord Shs,Tower Investment Management,sell
8590920363,2009-06-25T00:00:00Z,29366,29366,11.43,-2617,Nippon Commercial Investment REIT Ord Shs,Tower Investment Management,sell
8590920363,2009-06-26T00:00:00Z,25629,25629,9.97,-3737,Nippon Commercial Investment REIT Ord Shs,Tower Investment Management,sell
8590920363,2010-04-30T00:00:00Z,17552,17552,6.83,-8077,Nippon Commercial Investment REIT Ord Shs,Tower Investment Management,sell
